Código,código subsector,Título,Descripción,Incluye,Excluye
2362,236,Edificación no residencial,Unidades económicas dedicadas principalmente a la construcción de edificios no residenciales para fines industriales, comerciales y de servicios, y a la supervisión de la construcción de los inmuebles no residenciales. Puede tratarse de trabajos nuevos, ampliaciones, remodelaciones, mantenimiento o reparaciones de edificios no residenciales.,Incluye también: u.e.d.p. a la construcción operativa de edificaciones no residenciales (construcción de edificaciones por cuenta propia y en terrenos propios para luego ser vendidas), y a la edificación de estructuras cuya construcción es similar a la de las naves y plantas industriales, como incineradores, plantas de cemento, altos hornos, plantas de disposición de desechos.,Excluye: u.e.d.p. a la supervisión durante la edificación de inmuebles residenciales (2361, Edificación residencial); a la supervisión durante la construcción de obras de ingeniería civil (237, Construcción de obras de ingeniería civil); a la construcción de plantas de refinería y petroquímica (2371, Construcción de obras para el suministro de agua, petróleo, gas, energía eléctrica y telecomunicaciones); de instalaciones deportivas al aire libre (2379, Otras construcciones de ingeniería civil); a la realización de trabajos especializados para la construcción (238, Trabajos especializados para la construcción); a la construcción de albercas en exteriores (2389, Otros trabajos especializados para la construcción); a la intermediación en las operaciones de venta y alquiler de bienes raíces (5312, Inmobiliarias y corredores de bienes raíces), y a proporcionar servicios de ingeniería o arquitectura cuando no involucran la construcción (5413, Servicios de arquitectura, ingeniería y actividades relacionadas).
2371,237,Construcción de obras para el suministro de agua, petróleo, gas, energía eléctrica y telecomunicaciones,Unidades económicas dedicadas principalmente a la construcción de obras para el suministro de agua, petróleo y gas; a la construcción de obras para la generación y conducción de energía eléctrica y de obras para telecomunicaciones, y a la supervisión de la construcción de las obras para el suministro de agua, petróleo, gas, energía eléctrica y obras para telecomunicaciones. Puede tratarse de trabajos nuevos, ampliaciones, remodelaciones, mantenimiento o reparaciones de obras para el suministro de agua, petróleo, gas, energía eléctrica y telecomunicaciones.,Incluye también: u.e.d.p. a la realización de trabajos especializados que requieren habilidades y equipo específicos para obras de suministro de agua, petróleo, gas, energía eléctrica y obras para telecomunicaciones exclusivamente.,Excluye: u.e.d.p. a la perforación de pozos petroleros y de gas; a la supervisión de la perforación de pozos petroleros y de gas (2131, Servicios relacionados con la minería); a la construcción de plantas químicas; a la supervisión durante la construcción de plantas químicas; de inmuebles comerciales y de servicios (2362, Edificación no residencial); a la construcción de obras de urbanización; a la supervisión durante la construcción de obras de urbanización (2372, División de terrenos y construcción de obras de urbanización); a la construcción de presas, represas, obras marítimas, fluviales y subacuáticas, plantas hidroeléctricas; a la supervisión durante la construcción de presas, represas, obras marítimas, fluviales y subacuáticas, plantas hidroeléctricas (2379, Otras construcciones de ingeniería civil); a la instalación de redes eléctricas, de alumbrado y de sistemas electrónicos en construcciones (2382, Instalaciones y equipamiento en construcciones), y a proporcionar servicios de ingeniería o arquitectura cuando no involucran la construcción (5413, Servicios de arquitectura, ingeniería y actividades relacionadas).
2372,237,División de terrenos y construcción de obras de urbanización,Véase la descripción de la categoría 23721.,,
2373,237,Construcción de vías de comunicación,Véase la descripción de la categoría 23731.,,
2379,237,Otras construcciones de ingeniería civil,Véase descripción de la categoría 23799.,,
2381,238,Cimentaciones, montaje de estructuras prefabricadas y trabajos en exteriores,Unidades económicas dedicadas principalmente a realizar trabajos de cimentaciones, montaje de estructuras prefabricadas de concreto o acero, así como a realizar otros trabajos en exteriores, y de albañilería. Puede tratarse de trabajos nuevos, ampliaciones, remodelaciones, mantenimiento o reparaciones de las cimentaciones, los montajes de estructuras prefabricadas y los trabajos en exteriores.,Incluye también: u.e.d.p. a la realización de trabajos de herrería en el lugar de la construcción.,Excluye: u.e.d.p. a la edificación residencial y no residencial (236, Edificación); a realizar trabajos especializados que requieren habilidades y equipo específicos para las obras de ingeniería civil exclusivamente; a la construcción de obras de ingeniería civil (237, Construcción de obras de ingeniería civil); a trabajos de aplicaciones de yeso, pastas a base de grano de mármol o gravilla, y tirol rústico o planchado; al pintado de interiores y exteriores de edificaciones y al cubrimiento de paredes con materiales ornamentales; a la colocación de losetas cerámicas y de barro, mosaicos, terrazos, mármoles, granito, adoquín y azulejos; a la impermeabilización de construcciones (2383, Trabajos de acabados en edificaciones); a la fabricación de productos preesforzados de concreto integrada con la instalación en el lugar de la construcción (3273, Fabricación de cemento y productos de concreto), y a la fabricación de estructuras de acero combinada con la instalación en el lugar de la construcción (3323, Fabricación de estructuras metálicas y productos de herrería).
2382,238,Instalaciones y equipamiento en construcciones,Unidades económicas dedicadas principalmente a realizar instalaciones de redes eléctricas, de alumbrado, de sistemas electrónicos, de gas, hidrosanitarias, de sistemas centrales de aire acondicionado y calefacción, y otras instalaciones en construcciones. Puede tratarse de trabajos nuevos, ampliaciones, remodelaciones, mantenimiento o reparaciones de instalaciones en construcciones.,Incluye también: u.e.d.p. a la instalación de cableado para redes y computadoras, y al desarme de maquinaria y equipo de gran escala.,Excluye: u.e.d.p. a realizar trabajos especializados que requieren habilidades y equipo específicos para las obras de ingeniería civil exclusivamente (237, Construcción de obras de ingeniería civil); a la construcción de obras de generación y conducción de energía eléctrica (2371, Construcción de obras para el suministro de agua, petróleo, gas, energía eléctrica y telecomunicaciones); al comercio al por mayor especializado de aparatos de calefacción, ventilación y de aire acondicionado domésticos (4335, Comercio al por mayor de electrodomésticos menores y aparatos de línea blanca); de escaleras eléctricas (4354, Comercio al por mayor de mobiliario y equipo de cómputo y de oficina, y de otra maquinaria y equipo de uso general); al comercio al por menor especializado de aparatos de calefacción, ventilación y de aire acondicionado domésticos nuevos (4661, Comercio al por menor de muebles para el hogar y otros enseres domésticos); a la asesoría en la instalación de equipo y redes informáticas (5415, Servicios de diseño de sistemas de cómputo y servicios relacionados); al monitoreo en combinación con la comercialización, instalación y reparación de sistemas de seguridad (5616, Servicios de investigación, protección y seguridad); a la limpieza de ductos de ventilación (5617, Servicios de limpieza); a la reparación y mantenimiento de maquinaria y equipo industrial (8113, Reparación y mantenimiento de maquinaria y equipo agropecuario, industrial, comercial y de servicios), y a la reparación y mantenimiento de aparatos eléctricos para el hogar y personales, como ventiladores (8114, Reparación y mantenimiento de artículos para el hogar y personales).
2383,238,Trabajos de acabados en edificaciones,Unidades económicas dedicadas principalmente a la colocación de muros falsos y material para aislamiento; a los trabajos de enyesado, pintura y otros cubrimientos de paredes; a la colocación de pisos y azulejos; a la realización de trabajos de carpintería en el lugar de la construcción, y a otros trabajos de acabados en edificaciones. Puede tratarse de trabajos nuevos, ampliaciones, remodelaciones, mantenimiento o reparaciones de trabajos de acabados en edificaciones.,Incluye también: u.e.d.p. a la instalación de productos de carpintería, como puertas, ventanas, closets, escaleras, estantes y molduras.,Excluye: u.e.d.p. a realizar trabajos especializados que requieren habilidades y equipo específicos para las obras de ingeniería civil exclusivamente (237, Construcción de obras de ingeniería civil); a la aplicación de aplanados a base de mortero; a realizar trabajos de albañilería (2381, Cimentaciones, montaje de estructuras prefabricadas y trabajos en exteriores); a la fabricación de productos de madera para la construcción; de casas prefabricadas de madera (3219, Fabricación de otros productos de madera); de cocinas integrales y muebles modulares para baño (3371, Fabricación de muebles, excepto de oficina y estantería); al comercio al por menor de alfombras, losetas vinílicas, linóleos, pisos de madera, tapices y similares combinado con la instalación (4663, Comercio al por menor de artículos para la decoración de interiores); al comercio al por menor especializado de vidrios, espejos y vitrales combinado con el armado de canceles (4671, Comercio al por menor de artículos de ferretería, tlapalería y vidrios); a la reparación de muebles para el hogar (8114, Reparación y mantenimiento de artículos para el hogar y personales), y restauradores de muebles antiguos (7115, Artistas, escritores y técnicos independientes).
2389,238,Otros trabajos especializados para la construcción,Unidades económicas dedicadas principalmente a la preparación de terrenos para la construcción, y a otros trabajos especializados para la construcción no clasificados en otra parte. Puede tratarse de trabajos nuevos, ampliaciones, remodelaciones, mantenimiento o reparaciones de otros trabajos especializados para la construcción no clasificados en otra parte.,Incluye también: u.e.d.p. al alquiler de maquinaria, equipo y grúas para la construcción con operador.,Excluye: u.e.d.p. a la construcción de albercas en interiores (2362, Edificación no residencial); a realizar trabajos especializados que requieren habilidades y equipo específicos para las obras de ingeniería civil exclusivamente (237, Construcción de obras de ingeniería civil); a la división de terrenos (2372, División de terrenos y construcción de obras de urbanización); al alquiler de maquinaria y equipo para la construcción sin operador (5324, Alquiler de maquinaria y equipo agropecuario, pesquero, industrial, comercial y de servicios), y a proporcionar servicios de ingeniería o arquitectura cuando no involucran la construcción (5413, Servicios de arquitectura, ingeniería y actividades relacionadas).
3111,311,Elaboración de alimentos para animales,Véase la descripción de la categoría 311110.,,
3112,311,Molienda de granos y de semillas y obtención de aceites y grasas,Unidades económicas dedicadas principalmente al beneficio del arroz, a la elaboración de productos de molinería, malta, almidones, aceites, grasas vegetales comestibles y cereales para el desayuno.,,Excluye: u.e.d.p. a la elaboración de azúcar de caña (3113, Elaboración de azúcares, chocolates, dulces y similares); de mole (3114, Conservación de frutas, verduras, guisos y otros alimentos preparados); de mantequilla (3115, Elaboración de productos lácteos); a la molienda de nixtamal (3118, Elaboración de productos de panadería y tortillas); a la elaboración de levadura, miel artificial y crema chantillí (3119, Otras industrias alimentarias); de cerveza (3121, Industria de las bebidas), y a la extracción y procesamiento de aceites esenciales de uso industrial (3259, Fabricación de otros productos químicos).
3113,311,Elaboración de azúcares, chocolates, dulces y similares,Unidades económicas dedicadas principalmente a la elaboración de azúcares, chocolate, productos de chocolate, dulces, chicles y productos de confitería.,Incluye también: u.e.d.p. a la elaboración de productos cubiertos de chocolate, chocolates artificiales y al beneficio de cacao.,Excluye: u.e.d.p. a la elaboración de glucosa, dextrosa y jarabe o miel de maíz (3112, Molienda de granos y de semillas y obtención de aceites y grasas); a la conservación de frutas mediante la deshidratación (3114, Conservación de frutas, verduras, guisos y otros alimentos preparados); a la compactación de azúcar (3119, Otras industrias alimentarias), y a la fabricación de edulcorantes sintéticos (3251, Fabricación de productos químicos básicos).
3114,311,Conservación de frutas, verduras, guisos y otros alimentos preparados,Unidades económicas dedicadas principalmente a la conservación de frutas, verduras, guisos y otros alimentos preparados mediante distintos procesos, como congelación, deshidratación, enlatado, encurtido y conservación en salmuera.,Incluye también: u.e.d.p. a la elaboración de jugos, néctares y concentrados de frutas, y de concentrados para caldos y sopas.,Excluye: u.e.d.p. a la elaboración de frutas cristalizadas, confitadas y glaseadas (3113, Elaboración de azúcares, chocolates, dulces y similares); a la conservación de carne (3116, Matanza, empacado y procesamiento de carne de ganado, aves y otros animales comestibles); a la elaboración de sopas y guisos a base de pescados y mariscos (3117, Preparación y envasado de pescados y mariscos); de productos de panadería congelados (3118, Elaboración de productos de panadería y tortillas); de especias, condimentos y aderezos, como salsa inglesa, salsa de soya y otros aderezos y sazonadores; de alimentos frescos para consumo inmediato (3119, Otras industrias alimentarias), y a la preparación de jugos para consumo inmediato (722, Servicios de preparación de alimentos y bebidas).
3115,311,Elaboración de productos lácteos,Unidades económicas dedicadas principalmente a la elaboración de leche líquida, en polvo, condensada y evaporada; de derivados y fermentos lácteos, como queso, crema, mantequilla, yogur, y de helados, paletas y nieves de todo tipo a base de leche, yogur o agua.,Incluye también: u.e.d.p. a la producción de caseína, lactosa y suero; a la fabricación de mixtura (base para elaborar helado), a la elaboración de leche líquida de soya y de quesos de imitación.,Excluye: u.e.d.p. a la explotación de bovinos y comercialización de leche bronca en la misma unidad económica (1121, Explotación de bovinos); a la elaboración de flanes y postres a base de leche (3119, Otras industrias alimentarias); al comercio al por mayor especializado de paletas de hielo, helados y nieves (4311, Comercio al por mayor de abarrotes y alimentos); al comercio al por menor especializado de paletas de hielo, helados y nieves (4611, Comercio al por menor de abarrotes y alimentos), y a la preparación de paletas de hielo, helados y nieves para consumo inmediato (722, Servicios de preparación de alimentos y bebidas).
3116,311,Matanza, empacado y procesamiento de carne de ganado, aves y otros animales comestibles,Véase la descripción de la categoría 31161.,,
3117,311,Preparación y envasado de pescados y mariscos,Véase la descripción de la categoría 311710.,,
3118,311,Elaboración de productos de panadería y tortillas,Unidades económicas dedicadas principalmente a la elaboración de pan y otros productos de panadería, galletas, pastas para sopa, tortillas de maíz y molienda de nixtamal.,Incluye también: u.e.d.p. a la elaboración de productos de panadería congelados; de tortillas de harina de trigo, y de harinas premezcladas.,Excluye: u.e.d.p. a la elaboración de harina de maíz (3112, Molienda de granos y de semillas y obtención de aceites y grasas); al comercio al por menor especializado de pan (4611, Comercio al por menor de abarrotes y alimentos), y a la preparación de bebidas no alcohólicas (café, té, chocolate) para consumo inmediato en combinación con la elaboración de pan (722, Servicios de preparación de alimentos y bebidas).
3119,311,Otras industrias alimentarias,Unidades económicas dedicadas principalmente a la elaboración de botanas, café, té, concentrados, polvos, jarabes y esencias de sabor para bebidas, condimentos y aderezos, y de otros productos alimenticios no clasificados en otra parte.,Incluye también: u.e.d.p. a la elaboración de crema de cacahuate y botanas de harina para freír; de sustitutos de crema para café; de café y té sintéticos; de colorantes y saborizantes naturales para alimentos, y de grenetina para la preparación de alimentos.,Excluye: u.e.d.p. a la minería de sal (2123, Minería de minerales no metálicos); a la elaboración de jugos, néctares y concentrados de frutas congelados; a la elaboración de azúcar de caña (3113, Elaboración de azúcares, chocolates, dulces y similares); de salsas de tomate, salsas picantes y concentrados para caldos y sopas (3114, Conservación de frutas, verduras, guisos y otros alimentos preparados); de bebidas con sabor a frutas (3121, Industria de las bebidas); a la fabricación de pigmentos y colorantes no comestibles (3251, Fabricación de productos químicos básicos); a la extracción y procesamiento de aceites esenciales de uso industrial (3259, Fabricación de otros productos químicos); al tostado y molienda de café para venta directa al público; al comercio de alimentos ya preparados (4611, Comercio al por menor de abarrotes y alimentos), y a la preparación de alimentos y bebidas para consumo inmediato (722, Servicios de preparación de alimentos y bebidas).
3121,312,Industria de las bebidas,Unidades económicas dedicadas principalmente a la elaboración de bebidas carbonatadas; a la purificación y embotellado de agua natural (por filtración, pasteurización, ósmosis inversa); a la elaboración de hielo; de cerveza y bebidas alcohólicas fermentadas y destiladas, y a la obtención de alcohol etílico potable.,Incluye también: u.e.d.p. a la elaboración de bebidas hidratantes, energetizantes, saborizadas y otras bebidas no alcohólicas, y a la purificación de agua en donde se llena directamente el garrafón de los clientes.,Excluye: u.e.d.p. a la obtención de aguamiel (1119, Otros cultivos); a la elaboración de malta (3112, Molienda de granos y de semillas y obtención de aceites y grasas); de jugos, néctares y concentrados de frutas y verduras (3114, Conservación de frutas, verduras, guisos y otros alimentos preparados); de concentrados, polvos, jarabes y esencias de sabor para bebidas; de levadura (3119, Otras industrias alimentarias); a la fabricación de hielo seco; de alcohol de uso industrial (3251, Fabricación de productos químicos básicos), y preparar y servir pulque para consumo inmediato (7224, Centros nocturnos, bares, cantinas y similares).
3122,312,Industria del tabaco,Unidades económicas dedicadas principalmente al beneficio del tabaco y a la elaboración de productos de tabaco.,,
3131,313,Preparación e hilado de fibras textiles, y fabricación de hilos,Véase la descripción de la categoría 31311.,,
3132,313,Fabricación de telas,Unidades económicas dedicadas principalmente a la fabricación de telas a partir de hilo.,Incluye también: u.e.d.p. a la fabricación de telas integrada con la confección de blancos, como sábanas, toallas y colchas; de telas no tejidas integrada con la confección de productos textiles, y al tejido de carpetas, manteles, colchas y productos similares de punto.,Excluye: u.e.d.p. al acabado de telas; al recubrimiento de telas con sustancias químicas (3133, Acabado de productos textiles y fabricación de telas recubiertas); a la confección de cortinas, blancos y similares a partir de tela comprada (3141, Confección de alfombras, blancos y similares); al bordado de productos textiles; al hilado, tejido y confección de productos textiles a partir de materiales reciclados, como guatas, jergas, paños de limpieza (3149, Fabricación de otros productos textiles, excepto prendas de vestir), y a la fabricación de tela de tejido de punto integrada con la confección de ropa (3151, Fabricación de prendas de vestir de tejido de punto).
